Thickness_m,Fiber_Curvature,PressureDrop_Pa,Capture_Efficiency
0.04591836734693878,0.5,553.9339169418766,0.99
0.04591836734693878,0.75,664.6852599005055,0.99
0.04591836734693878,1.0,830.7901329264214,0.99
0.04693877551020409,0.0,424.7109761721125,0.99
0.04693877551020409,0.25,485.370107823751,0.99
0.04693877551020409,0.5,566.243559540585,0.99
0.04693877551020409,0.75,679.4560434538499,0.99
0.04693877551020409,1.0,849.2521358803418,0.99
0.047959183673469394,0.0,433.9438234802019,0.99
0.047959183673469394,0.25,495.92163190687603,0.99
0.047959183673469394,0.5,578.5532021392934,0.99
0.047959183673469394,0.75,694.2268270071945,0.99
0.047959183673469394,1.0,867.7141388342623,0.99
0.0489795918367347,0.0,443.17667078829135,0.99
0.0489795918367347,0.25,506.47315599000115,0.99
0.0489795918367347,0.5,590.8628447380019,0.99
0.0489795918367347,0.75,708.9976105605392,0.99
0.0489795918367347,1.0,886.1761417881829,0.99
0.05,0.0,452.4095180963807,0.99
0.05,0.25,517.0246800731261,0.99
0.05,0.5,603.1724873367101,0.99
0.05,0.75,723.7683941138836,0.99
0.05,1.0,904.6381447421031,0.99
