Thickness_m,Fiber_Orientation,Air_Velocity,Pressure_Drop_Pa,Capture_Efficiency
0.00396969696969697,0.1,2.0,30.56860887109771,0.98
0.00396969696969697,0.1,2.5,38.21076108887213,0.98
0.00396969696969697,0.1,3.0,45.852913306646556,0.98
0.00396969696969697,0.1,3.5,53.495065524420994,0.98
0.00396969696969697,0.18888888888888888,2.0,32.406907532818984,0.98
0.00396969696969697,0.18888888888888888,2.5,40.50863441602373,0.98
0.00396969696969697,0.18888888888888888,3.0,48.61036129922847,0.98
0.00396969696969697,0.18888888888888888,3.5,56.71208818243323,0.98
0.00396969696969697,0.2777777777777778,2.0,34.480451964255856,0.98
0.00396969696969697,0.2777777777777778,2.5,43.10056495531982,0.98
0.00396969696969697,0.2777777777777778,3.0,51.72067794638378,0.98
0.00396969696969697,0.2777777777777778,3.5,60.34079093744775,0.98
0.00396969696969697,0.3666666666666667,2.0,36.83748533786986,0.98
0.00396969696969697,0.3666666666666667,2.5,46.04685667233732,0.98
0.00396969696969697,0.3666666666666667,3.0,55.25622800680478,0.98
0.00396969696969697,0.3666666666666667,3.5,64.46559934127225,0.98
0.00396969696969697,0.4555555555555556,2.0,39.54041006228479,0.98
0.00396969696969697,0.4555555555555556,2.5,49.42551257785599,0.98
0.00396969696969697,0.4555555555555556,3.0,59.31061509342718,0.98
0.00396969696969697,0.4555555555555556,3.5,69.1957176089984,0.98
0.00396969696969697,0.5444444444444445,2.0,42.67139373543413,0.98
0.00396969696969697,0.5444444444444445,2.5,53.33924216929266,0.98
0.00396969696969697,0.5444444444444445,3.0,64.00709060315118,0.98
0.00396969696969697,0.5444444444444445,3.5,74.67493903700974,0.98
0.00396969696969697,0.6333333333333333,2.0,46.340867559829185,0.98
0.00396969696969697,0.6333333333333333,2.5,57.92608444978649,0.98
0.00396969696969697,0.6333333333333333,3.0,69.51130133974378,0.98
0.00396969696969697,0.6333333333333333,3.5,81.09651822970109,0.98
0.00396969696969697,0.7222222222222222,2.0,50.70082216971551,0.98
0.00396969696969697,0.7222222222222222,2.5,63.37602771214439,0.98
0.00396969696969697,0.7222222222222222,3.0,76.05123325457326,0.98
0.00396969696969697,0.7222222222222222,3.5,88.72643879700215,0.98
0.00396969696969697,0.8111111111111111,2.0,55.96638853811384,0.98
0.00396969696969697,0.8111111111111111,2.5,69.9579856726423,0.98
0.00396969696969697,0.8111111111111111,3.0,83.94958280717076,0.98
0.00396969696969697,0.8111111111111111,3.5,97.94117994169922,0.98
0.00396969696969697,0.9,2.0,62.452425164289586,0.98
0.00396969696969697,0.9,2.5,78.06553145536199,0.98
0.00396969696969697,0.9,3.0,93.67863774643438,0.98
0.00396969696969697,0.9,3.5,109.29174403750679,0.98
0.004464646464646465,0.1,2.0,34.37996214001319,0.98
0.004464646464646465,0.1,2.5,42.97495267501649,0.98
0.004464646464646465,0.1,3.0,51.56994321001978,0.98
0.004464646464646465,0.1,3.5,60.16493374502308,0.98
0.004464646464646465,0.18888888888888888,2.0,36.44746343385747,0.98
0.004464646464646465,0.18888888888888888,2.5,45.55932929232184,0.98
0.004464646464646465,0.18888888888888888,3.0,54.67119515078621,0.98
0.004464646464646465,0.18888888888888888,3.5,63.78306100925058,0.98
0.004464646464646465,0.2777777777777778,2.0,38.7795413949137,0.98
0.004464646464646465,0.2777777777777778,2.5,48.47442674364213,0.98
0.004464646464646465,0.2777777777777778,3.0,58.16931209237055,0.98
0.004464646464646465,0.2777777777777778,3.5,67.86419744109897,0.98
0.004464646464646465,0.3666666666666667,2.0,41.43045424768059,0.98
0.004464646464646465,0.3666666666666667,2.5,51.78806780960074,0.98
0.004464646464646465,0.3666666666666667,3.0,62.14568137152089,0.98
0.004464646464646465,0.3666666666666667,3.5,72.50329493344103,0.98
0.004464646464646465,0.4555555555555556,2.0,44.47038485376558,0.98
0.004464646464646465,0.4555555555555556,2.5,55.587981067206975,0.98
0.004464646464646465,0.4555555555555556,3.0,66.70557728064837,0.98
0.004464646464646465,0.4555555555555556,3.5,77.82317349408976,0.98
0.004464646464646465,0.5444444444444445,2.0,47.99174562611165,0.98
0.004464646464646465,0.5444444444444445,2.5,59.98968203263957,0.98
0.004464646464646465,0.5444444444444445,3.0,71.98761843916748,0.98
0.004464646464646465,0.5444444444444445,3.5,83.98555484569539,0.98
0.004464646464646465,0.6333333333333333,2.0,52.118736543115766,0.98
0.004464646464646465,0.6333333333333333,2.5,65.14842067889471,0.98
0.004464646464646465,0.6333333333333333,3.0,78.17810481467365,0.98
0.004464646464646465,0.6333333333333333,3.5,91.20778895045258,0.98
0.004464646464646465,0.7222222222222222,2.0,57.022298725227095,0.98
0.004464646464646465,0.7222222222222222,2.5,71.27787340653387,0.98
0.004464646464646465,0.7222222222222222,3.0,85.53344808784064,0.98
0.004464646464646465,0.7222222222222222,3.5,99.78902276914742,0.98
0.004464646464646465,0.8111111111111111,2.0,62.94438609121198,0.98
0.004464646464646465,0.8111111111111111,2.5,78.68048261401498,0.98
0.004464646464646465,0.8111111111111111,3.0,94.41657913681797,0.98
0.004464646464646465,0.8111111111111111,3.5,110.15267565962097,0.98
0.004464646464646465,0.9,2.0,70.23911430691092,0.98
0.004464646464646465,0.9,2.5,87.79889288363864,0.98
0.004464646464646465,0.9,3.0,105.35867146036637,0.98
0.004464646464646465,0.9,3.5,122.9184500370941,0.98
0.00495959595959596,0.1,2.0,38.19131540892868,0.98
0.00495959595959596,0.1,2.5,47.73914426116085,0.98
0.00495959595959596,0.1,3.0,57.286973113393024,0.98
0.00495959595959596,0.1,3.5,66.83480196562519,0.98
0.00495959595959596,0.18888888888888888,2.0,40.488019334895974,0.98
0.00495959595959596,0.18888888888888888,2.5,50.61002416861997,0.98
0.00495959595959596,0.18888888888888888,3.0,60.73202900234397,0.98
0.00495959595959596,0.18888888888888888,3.5,70.85403383606796,0.98
0.00495959595959596,0.2777777777777778,2.0,43.07863082557156,0.98
0.00495959595959596,0.2777777777777778,2.5,53.84828853196444,0.98
0.00495959595959596,0.2777777777777778,3.0,64.61794623835733,0.98
