Thickness_m,Fiber_Curvature,Air_Velocity_ms,Pressure_Drop_Pa,Efficiency_Percentage,Safety_Status,Pleated_Pressure_Pa,score_eff,score_thin,score_safety,Hero_Score
0.026,0.2,2.5,88.65561711278116,98.00684199402104,FAIL,29.551872370927054,0.960803670971122,0.3437499892578128,0.29539296571136714,0.5333155419801007
0.026,0.3,2.5,95.09949183386492,98.00510001940434,FAIL,31.699830611288306,0.8392365776591036,0.3437499892578128,0.23354060462852183,0.4721757238484794
0.026,0.4,2.5,102.52564754908424,98.00215140089789,FAIL,34.175215849694744,0.633461489045559,0.3437499892578128,0.1622596929664265,0.3798237237565994
0.026,0.5,2.5,111.35366294426804,97.99871214473082,FAIL,37.117887648089344,0.3934462951521869,0.3437499892578128,0.07752285069336763,0.2715730450344558
0.027,0.1,2.5,86.5694617165817,98.00692963633392,FAIL,28.856487238860566,0.9669199605688301,0.31249999023437525,0.31541719684957803,0.5316123825509278
0.027,0.2,2.5,92.00750948981856,98.0062171744258,FAIL,30.66916982993952,0.9171994178954015,0.31249999023437525,0.26321939521394355,0.49763960111457345
0.027,0.3,2.5,98.70466299891775,98.00372416187416,FAIL,32.90155433297259,0.7432196787037018,0.31249999023437525,0.1989359050776889,0.41821852467192194
0.027,0.4,2.5,106.49546194868124,98.00051456396494,FAIL,35.49848731622708,0.5192316338825852,0.31249999023437525,0.1241549183853254,0.318628847500762
0.027,0.5,2.5,115.7388664263008,97.9973463725959,FAIL,38.57962214210027,0.2981332251590065,0.31249999023437525,0.035430910528083885,0.21535470864048856
0.028,0.1,2.5,89.75396553764716,98.0067341002173,FAIL,29.917988512549055,0.9532740916180623,0.2812499912109377,0.2848503269559444,0.5064581365949815
0.028,0.2,2.5,95.37355320084666,98.00515310784571,FAIL,31.79118440028222,0.8429414579970187,0.2812499912109377,0.2309099913153937,0.45170048017445
0.028,0.3,2.5,102.32536438933263,98.00208484823156,FAIL,34.108454796444214,0.6288169815310627,0.2812499912109377,0.164182136659386,0.3580830364671288
0.028,0.4,2.5,110.47851248517595,97.99883743162631,FAIL,36.82617082839199,0.4021896853081129,0.2812499912109377,0.08592309504021561,0.25645425718642206
0.029,0.1,2.5,92.94853665338178,98.006066739523,FAIL,30.98284555112726,0.9067010250429601,0.24999999218750013,0.25418682483838406,0.4702959473562814
0.029,0.2,2.5,98.75459740698776,98.00373422647552,FAIL,32.91819913566258,0.7439220565227221,0.24999999218750013,0.19845660323336572,0.39745955064786265
0.029,0.3,2.5,105.96189783428017,98.00029769597224,FAIL,35.320632611426724,0.5040970783886383,0.24999999218750013,0.12927640222746198,0.29445782426786676
0.029,0.4,2.5,114.47350429057155,97.99723156574952,FAIL,38.15783476352385,0.2901212056534978,0.24999999218750013,0.047576651888264015,0.19589928324308728
0.03,0.1,2.5,96.15332912091392,98.00498694327791,FAIL,32.05110970697131,0.8313453398186487,0.21874999316406268,0.2234252117597171,0.42450684824747614
0.03,0.2,2.5,102.15089138414108,98.00206729320664,FAIL,34.05029712804703,0.6275918699061745,0.21874999316406268,0.16585683826104944,0.3373995671104289
0.03,0.3,2.5,109.61405382491952,97.99848694515028,FAIL,36.53801794163984,0.3777303035648899,0.21874999316406268,0.09422071277949731,0.23023366983614998
0.03,0.4,2.5,118.47883774097666,97.99580405023536,FAIL,39.492945913658886,0.19049925361761472,0.21874999316406268,0.00913094312532436,0.13946006330233393
0.031,0.1,2.5,99.36801816944448,98.0035797952372,FAIL,33.12267272314816,0.7331447716079872,0.18749999414062513,0.1925686050742694,0.37107112360762723
0.031,0.2,2.5,105.56219208740956,98.000273517737,FAIL,35.18739736246985,0.5024097531251794,0.18749999414062513,0.13311302929617877,0.2743409255206611
0.031,0.3,2.5,113.28125174608506,97.99677725261216,FAIL,37.76041724869502,0.2584160780173757,0.18749999414062513,0.05902064142490683,0.16831223786096924
0.032,0.1,2.5,102.59188549502736,98.00194898880822,FAIL,34.197295165009116,0.6193357669164202,0.15624999511718757,0.16162389951494077,0.31240322051618286
0.032,0.2,2.5,108.98787246137496,97.99848007385955,FAIL,36.32929082045832,0.3772507771513664,0.15624999511718757,0.10023119521091144,0.2112439891598218
0.032,0.3,2.5,116.962673313861,97.99528565391168,FAIL,38.987557771287,0.15432195594084397,0.15624999511718757,0.02368404256720034,0.11141866454174397
0.033,0.1,2.5,105.82389975185308,98.00020893307064,FAIL,35.27463325061769,0.49790258632331624,0.12499999609375001,0.13060099458725663,0.25116785900144095
0.033,0.2,2.5,112.42701883390644,97.99681154247877,FAIL,37.475672944635484,0.2608090631810085,0.12499999609375001,0.06722010600481965,0.15100972175985938
0.034,0.1,2.5,109.06278336281082,97.99847656536492,FAIL,36.35426112093694,0.37700593001647514,0.09374999707031245,0.09951215327958829,0.1900893601221253
0.034,0.2,2.5,115.8785072108934,97.99538177893588,FAIL,38.6261690702978,0.1610302280789494,0.09374999707031245,0.0340905504800754,0.09629025854311242
0.035,0.1,2.5,112.30705838576446,97.9968633668944,FAIL,37.43568612858815,0.2644257310193112,0.0624999980468749,0.06837156180979699,0.1317657636253277
0.035,0.2,2.5,119.34105032935916,97.99428665126828,FAIL,39.78035010978639,0.084604609658043,0.0624999980468749,0.0008548845960796173,0.049319830766999175
0.036,0.1,2.5,115.55506616972538,97.99546803286296,FAIL,38.51835538990846,0.16704962646815663,0.031249999023437558,0.037195140952928585,0.07849825548150759
0.037,0.1,2.5,118.80495779068936,97.9943701820617,FAIL,39.60165259689645,0.09043396885794458,0.0,0.006000637844064576,0.03214486890066972
