Thickness_m,Fiber_Curvature,Air_Velocity_ms,Pressure_Drop_Pa,Efficiency_Percentage,Safety_Status,Pleated_Pressure_Pa,score_eff,score_thin,score_safety,Hero_Score
0.022,0.4,2.5,86.78358162083444,98.00630019734244,FAIL,28.927860540278147,0.9229933339246862,0.4687499853515629,0.31336193938320733,0.5683684195531522
0.022,0.5,2.5,93.94387463549393,98.00386256347323,FAIL,31.314624878497977,0.7528783040061425,0.4687499853515629,0.2446329450791082,0.48875374481227124
0.022,0.6,2.5,102.96944702627984,98.0008931270022,FAIL,34.32314900875995,0.5456503931650603,0.4687499853515629,0.1579998265506399,0.39080006835575437
0.022,0.7000000000000001,2.5,114.2513476454562,97.99957034620218,FAIL,38.0837825484854,0.4533375572571087,0.4687499853515629,0.04970905104643961,0.3239321978850371
0.023,0.1,2.5,73.90831720407952,98.0029753136377,FAIL,24.636105734693174,0.6909598451994732,0.43749998632812537,0.436946822425176,0.5218022179842582
0.023,0.2,2.5,78.66556938893521,98.00570196761488,FAIL,26.221856462978405,0.8812447065827083,0.43749998632812537,0.3912837248889841,0.5700094725999393
0.023,0.3,2.5,84.36385843141127,98.0067795488186,FAIL,28.121286143803758,0.9564458108279495,0.43749998632812537,0.33658796392757717,0.576844587027884
0.023,0.4,2.5,90.70000447359048,98.00578547492876,FAIL,30.23333482453016,0.8870724272169007,0.43749998632812537,0.2757696504379882,0.5334473546610048
0.023,0.5,2.5,98.27343315040412,98.00279035870076,FAIL,32.757811050134706,0.678052404492822,0.43749998632812537,0.2030751202943809,0.43954250370510933
0.023,0.6,2.5,107.70898737965663,97.99975661830386,FAIL,35.90299579321888,0.4663369188723428,0.43749998632812537,0.1125067383090867,0.338781214503185
0.023,0.7000000000000001,2.5,119.43011352988506,97.99874280536262,FAIL,39.81003784329502,0.3955860070930053,0.43749998632812537,0.0,0.27769533114037687
0.024,0.1,2.5,77.06606954750436,98.00458515349344,FAIL,25.688689849168117,0.8033056567183423,0.4062499873046878,0.40663673003361184,0.538730791352214
0.024,0.2,2.5,81.9873500439291,98.0065867910055,FAIL,27.3291166813097,0.9429938312029137,0.4062499873046878,0.3593991856321227,0.5695476680465746
0.024,0.3,2.5,87.93120314805557,98.00668853054822,FAIL,29.310401049351857,0.9500939234568582,0.4062499873046878,0.30234634641150077,0.5528967523910157
0.024,0.4,2.5,94.62821972859908,98.00487803546103,FAIL,31.542739909533026,0.8237449955827885,0.4062499873046878,0.2380641706016159,0.4893530511630308
0.024,0.5,2.5,102.61886070776708,98.00152170298168,FAIL,34.20628690258903,0.5895167928346366,0.4062499873046878,0.16136497446271938,0.38571058486734794
0.024,0.6,2.5,112.46432692271313,97.99861556056128,FAIL,37.48810897423771,0.3867059806617379,0.4062499873046878,0.0668619995114343,0.2866059891592867
0.025,0.1,2.5,80.22718072767819,98.00582899556686,FAIL,26.74239357589273,0.8901095997579473,0.37499998828125025,0.37629439741510184,0.5471346618180998
0.025,0.2,2.5,85.3163326840324,98.00697222878554,FAIL,28.438777561344136,0.9698923578075206,0.37499998828125025,0.32744551719401815,0.5574459544275964
0.025,0.3,2.5,91.50890515237774,98.0061133141546,FAIL,30.50296838412591,0.9099513264715762,0.37499998828125025,0.2680053131362703,0.5176522092963656
0.025,0.4,2.5,98.56986271335975,98.00363899054447,FAIL,32.85662090445325,0.7372758314832887,0.37499998828125025,0.2002298029725571,0.43750187424569864
0.025,0.5,2.5,106.97949560841391,98.00013367619636,FAIL,35.659831869471304,0.4926506386941503,0.37499998828125025,0.11950885898878243,0.32905316198806095
0.025,0.6,2.5,117.2332702242679,97.99753376493008,FAIL,39.07775674142263,0.3112107643821037,0.37499998828125025,0.021086683286513603,0.2357658119832892
0.026,0.1,2.5,83.39431220514865,98.00662542411528,FAIL,27.798104068382884,0.9456899180555552,0.3437499892578128,0.3458942781979483,0.5451113951704388
